filename,label,transcript
audio_764.wav,2.0," I am going to tell about my hobby and my hobby. Generally, hobby is considered a regular activity  that is done for enjoyment during leisure time. Hobby include themed items and objects,  engaging in creative and artistic pursuits, playing sports or doing many creative things  or participating in any of the activities. I generally interested in reading books  or developing fashions, making it diverse and different from others,  hobbies tend to follow trends in society and also advancing production and technology of this generation."
audio_1253.wav,2.5," My favorite place is Shirdi and it is temple.  We went to Shirdi with my family, it is my family and we have enjoyed it very lot.  We have enjoyed it very lot and the Shirdi is look like a very beautiful and in the Shirdi  Shirdi, the goddess is the goddess is Sai Baba and we really enjoyed it very nicely.  And initially we visited here, we visited Tata also, some more Tata, like Shirdi Singalapuram  and the Narasik, the Shiva is located as a god and there is the famous temple called Paobaji  and it is mostly famous but I like it very much, it is beautiful place."
audio_1271.wav,2.0, My goal is I become an interpreter in the premier because I am not worker under anyone.  I think to provide work to everyone because my education is not to work from a under anyone.  I try to provide work to everyone and develop myself.  Providing work is very good in the world because giving work is good help to everyone.  This is my long-term goal to become an interpreter.  Thank you.
audio_638.wav,2.5," My goal is editing, my goal is editing, I haven't been interested in editing field.  Currently I am running in stoppage, 5K followers.  I am looking at how to add effects, how to cut videos, how to make a video clip.  Watching YouTube and learning are the starting stages so difficult for learning.  After that I feel free to edit videos, my insta page also reaches recently one name.  It is so good."
audio_755.wav,2.0," My hobby is to enjoy the every movement of the life.  Whatever it may be, it may be the sad, happy, or something else.  Every moment is precious for us, so we need to enjoy every moment in our life.  Whatever it may be the result, we should not think on result, we should think on process.  How the process is going on?  Then it will automatically give us a smile on our face, and that is my ultimate goal.  Not thinking of too much of result, what will happen now, tomorrow, day after tomorrow, no.  Favorite hobby is to enjoy the every movement of life, and having smile on my face, that is it."
audio_950.wav,2.0, ...  ...  ...  ....  ...  ециfan McShirtu ھ burdenshu ھ ھ ھ ھ ھ ھ ば ھ下次 ھ ھ ھ ھ ھ ھ ھ ھ ھ つ 《あ
audio_1232.wav,2.5," For me, schoolground was like a heaven where we brought all of us, Saras, Tuea and Tears into  a happiness where we all are friends and family of family members of our cousins.  We loved it because it was a beautiful place we hear the lobs of every children.  Nowadays, I miss the school playground because I am in the college where I am busy with my academics.  And for me, my favorite game was shuttle, where I played with my brother in school and I am the  champion in the shuttle.  I like the school playground and I miss the school playground nowadays, too much.  And it was too good and those memories are too beautiful whenever I remember them.  And it was a good experience, but I miss them."
audio_346.wav,2.5," My best day in my life was also when I was successful in my life and I am my parents and my  neighbourhoods at my favourite place, say that I am successful in my career, that was my best  day in my life. I am very happy when I achieved my goals to proud by family and my friends.  My best day of life is when I am successful in my life, but due to college the day was not  come yet, but I am trying to get successful in my life too, so I am working hard."
audio_730.wav,2.0," Generally crowd markets contains in a different situation, it is mainly suitable for vegetables  and where the people sell the vegetables at one place and people especially in middle-class  families come especially to purchase those vegetables in Sunday and they would like  to purchase those vegetables in different ways like buyers and sellers or accommodating  in those places and they are bargaining for that vegetables and so many people are there  in that place where it was a crowd market and it was so busy and same vegetables or selling  different persons at different prices and people are bargaining on that and it was mainly  on Sunday in India especially and the crowd market"
audio_783.wav,2.0," A, describe your my favorite habi, may be putit habi, is playing by menton, and I play it with my son or with my husband, or even my solo or alone time, I want to give this opportunity to play and practice up my hobby, and then I want to play this to get sweat and exercise as well every day.  It's a useful to our healthy, and will be when we get, um, not we getting younger, we getting older by the time in year goes by, so that's why this is my favorite habi playing by menton, as well I'm using araketa and a feather to play that by menton, we enjoy it a lot with my son and with my family to play this every day."
audio_39.wav,2.5," mpreppelman antough  mpreppelman anttoo  mpreppelman anttoo  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"
audio_292.wav,2.5," Ustad i GAME, its port festival called NUGA, wish and comprises all of you country, all of you university in my country, whereby it comes with my school, Ustad i composition.  I was so happy, what made this pressure because me seeing different people from different culture, from different background, he wanted to participate in the sport, I feel elated, I was so happy.  Whenever I think about this did, that particular day, I am so happy because I am a kind of person, I love sports.  Literally I participated in field hockey for my school, in this particular day, because I played field hockey for my school, professionally, and I bought a lot of football, it was a very great day."
audio_880.wav,2.0," Okay, my best day of life is virtue in good marks and you can do that information, it  is my best day and best shelter to me and also it is my best day to my parents also.  In this, I think when I writing it was difficult to me right, it just say I cannot feel that  it was a bad experience to me, while writing it then I can think that I want that you could  be more sick, but after getting the result, I felt very good by getting good marks, which  was very, very hopeful to me and also very pleasant to me, while getting good marks on  my parents also very happy, very enjoyable, which was getting my good marks on my friends  also which was very pleasant, I mean getting a good marks coming, it was a good feel to  me on that day, I feel very better to me to that day."
audio_921.wav,2.0,
audio_68.wav,2.0," Yeah, I have a soy crowded market, there are different types of people out there, it's  a very crowded with a large number of people.  On one side, there are some people who are selling vegetables, some people are selling  fruits and some are selling other essential products that are required for the humans.  And when I hear hear about the market, it's a fascinating thing that there will be a large  number of the people.  From morning to evening, people work hard there to fed up themselves for the feed and  alone and it's very, that's it."
audio_905.wav,2.0," my special day and which is the best day of my life that is my birthday when I was  intense at it. It is my best day because every school friend was at my home and  we had many memories. Without that day I think my life is incomplete. Whenever I  remember that day I always get many thoughts about my school list and it  remembers how we enjoy in our schooling and also it brings a bright smile on  my face. This is why this is I call that day as special as as I can say. The  special day reminds me of all my schooling memories and how we fought, how we  recollect and how we enjoyed our schooling with our friends. This is the best  day of my life."
audio_1035.wav,2.5," I would like to visit South Korea because I really love the place to visit once in life and  I would like to travel to Europe because that would be my first experience.  I would like to taste the local dishes in South Korea, kimchi, jjampong, sushi and many other dishes  but I would like to taste the spicy dishes and I would like to visit the country in autumn season  because the flowers or the tree blossoms, cherry blossoms"
audio_1290.wav,2.5," My goal is to become a bank employer and the goal is to import and to deserve the life.  We must maintain a one of the goals that I pay any challenges while coming to this goal  to per goal in my life.  To become a bank employer, we have to take many problems and we have to take the problem also.  I am ready to take the challenges, whatever comes.  I really struggle hard to work, I really struggle hard for successfully completing my goal.  To become a bank employer, to become a bank employer, my mother will be all."
audio_1221.wav,2.5," So, market is a place where the seller sells goods to the buyer and buyer spends some  money on the thing what the seller is selling.  In the current market, every person wants to sell the object on a thing, the seller talks  all the speed globally about the product which was selling and also they provide the price  in the market when the people hear the price of the product that can go on."
audio_824.wav,2.0," At first, my hobby was not special about particular topic, but when I was in school, I was mostly attracted to a Tenikot game, which was my hobby.  And I would like to play Tenikot and in school times, I have plenty of time to play that.  Now, I am in college right now, I don't have time to play.  And I would like to play the Tenikot game with others.  And the Tenikot game will be played as a singles and doubles.  I prefer to play as a singles, because as of one opposition of the player, only one person.  So, I can easily enjoy that game very well.  And the Tenikot game gives most enthusiastic, energetic performance for me.  And for this game, we use tools like Tenikot ring that is used to play that Tenikot game."
audio_743.wav,2.0, Market is a crowded place and here selling and buying takes place and there are a lot  of the peoples where transactions will be held there like exchanging between the seller  and buyer goods and their vegetable vendors and some other things are going on in the market  and here the day is with the crowded like whatever we want we go to the market and by  the end and it is like shouting there like selling their prices and increasing as compared  to the others and like that there will be takes place and market is a good thing to everyone  to take the things from there and it is a crowded place.  The scene is too much clothing and the
audio_676.wav,2.5, Basically market means market is full of crowd because everyone are selling and buying  the vegetables so everyone wants to sell and buy the vegetables because vegetables are  the main source to eat and it is the main important thing for our market and our  day duration. So everyone wants to go to market so that's where the market is crowd.  Crowd means it is all about buying and selling the vegetables and everyone wants to eat  so that's why the market being is all about crowd.
audio_1111.wav,2.5," Yes, there are several popular games and activities among students on the playground.  Some common ones include Tag, Hobbscotch, Champrope, Poor Square, Basketball, Soccer and various  imaginative games like pretend, play or role play games. Trends may vary based on location,  culture and age group, but there are often stepples in many school ads."
audio_354.wav,2.5," Best day in life is ending money, for everyone it's money is most important.  So ending ourselves is a thing when we start ending.  So actually to end money you have to know the some skills, even if we need money or  to end money we must complete our graduation or studies or need some skills.  But if we end money where we are education, like even in school times, so it will be  more best day for any student.  So I end some money using referral apps, it makes a day which will be happy to everyone.  Like me also it's the best day and when I think about the day, so it will be best than  others because when we end money on ourself and to purchase something which we need.  So that the day is best day."
audio_134.wav,2.5," The people are saving the fruits and the vegetables in the market, they just use fresh water,  fresh fruits, fruits, vegetables.  Sound here in the market was just 20 kg per, I am sorry, 20 rupees per kg, 20 rupees per kg.  And according to people, they can buy the food according to the best price.  The crowd would change throughout the day from morning to evening.  There is no such crowd in the early in the morning, but around 10 to 11, the crowd were increasing.  And even the evening, the crowd was much better."
audio_881.wav,2.0," Aya, the best day of my life is when having a pregnant, when I get pregnant, when the time, and when I was 19 years old that time.  And then this is the best day of my life, mixed emotions. I have a baby that year, 2011, and then mixed emotions, happy, sad, and I don't know what to do for being of first time mom.  And then I grow and care my son from way back 2011, at this point, when he is turning 13 on December 2011.  And then thinking that day, I want to take good care of that child.  When ever happens, I'm a solo parent, and then, yeah, that's it."
audio_877.wav,2.0," I don't know.  Do you know what it sounds like?  I don't know several.  Do you think it's a poem?  No.  No.  The first day of my life was overnight in gratitude from my mom.  I schooled.  I was so excited because I thought  there's going to be a lot of opportunities for me.  I started being there there.  I was walking a little bit,  walking a little bit,  walking a little bit.  So much to things.  I think I was so happy  because I was there.  So I was there too.  So I was there too.  So I was there too."
audio_687.wav,2.0," There is a lot of people selling a lot of things like a large stone like a bike, a lot  of things which is a lot of stone and they sell a lot of things which can be incredible  things they can be there is a lot in market we can see so many people from evening to  morning they can sell different types of things from for their livelihood. So, so many  people are present in their I think so many people are come there to enjoy and their  life they was a present place they we can see that so many people like like we can see  that no one can come there."
audio_1120.wav,2.0,"코  Dochaaaa tunnel at the horseshoe  ,  ,  ,  .  ,  ,  .  .  .  ,  ,  ,  nest  ,  nd  ,  కణకమ౮్роб to be best known to meet the Для��σ Awards community owner gergen today.  క౮౟ diminué క౨ప౜ఽ్మ్ lighthouse 2019 , successful in Prairies."
audio_349.wav,2.0," So, the topic is to describe the best day of your life.  So my the best day of my life is to is when I go to the tour in to mountain.  I will climb the mountain and see natural beauties and meaningful phrases and many more.  I will climb 27 kilometers in 20 and 15 hours and in mountains there are also some gentle  symbols and do very interesting and there are some fondance and mountains also.  Thank you."
audio_1249.wav,2.0," My favorite hobby is drawing and I love to enjoy when my creative thoughts are come to  their last decade with my drawings.  I use so many tools like pencils and in the pencils there are so many shades like the 2V, etc.  I like to draw alone.  In the most of the time I draw my glass from when I build a glass.  I will draw most of the things like my lips, except draw, but they did."
audio_1214.wav,2.0," I have been to the supermarket and I have seen a lot of people, it is very crowded in the  supermarket and the most of the people are purchasing electronics which has an offer for  the festival sale.  I heard the most of the announcements on the electronics which are offered on the day.  When I entered the morning, the market is fully crowded and it comes to the evening  and it is empty.  The people most of them are purchase, relax, give us, and free gifts and gaming consoles."
audio_19.wav,2.0," Describing about my happy hobbies, I would like to listen songs when I was in free time  and again I started to do things about myself to take care of myself and finish all of  my things.  Describing a favorite hobby, what do you enjoy the most about your hobby or there any tools  that you need to use for your hobby, do you enjoy practicing your hobby and your own  or other with others.  I mostly like to spend time with myself only to take care of myself.  I also like to spend time with myself only to take care of myself and finish all of my things."
audio_1234.wav,2.5," My tone is my entire world.  I was right there.  I was a lot of lowly ending memories of it.  I used to play there with my friends and cousins during my earlier.  In my community, everyone could tell.  My tone has many trees.  I can only think of one spot.  I enjoyed very well in my tone.  My favorite place is my home town.  In my home town, I enjoyed well.  I get a lot of happiness from my home town because of my friends, family and relatives."
audio_679.wav,2.0," Actually, one of the people selling and buying in the market.  In the market we see the people selling vegetables and fruits and flowers and many more things  like the real hotels as well and then the market is so much crowded actually because actually  the market is much crowded in the morning, early in the morning because the people will  start cooking right in the morning which are like defense, next lunch, next dinner.  So definitely they need to buy in the morning, most of them buy in the morning and the people  like retail vegetables, they had to get vegetables at a normal, at a affordable price, then  they had to go early in the morning and buy the vegetables with the offered."
audio_1322.wav,2.0," My favorite place to visit is our province, which is Bikol, and I love Chambali.  I love going to Bikol because there are local foods or dishes which I love to eat there.  I can eat seafoods there that we can get from a sea, and we use to travel or to go to our province,  which is Bikol when it's holy week, so where our whole family is gathering our holy  week or spend our holy week to our province, and we bond and we celebrate or spend the holy  week together with our whole family."
audio_1030.wav,2.0," My favorite place to visit is Rajasthan, it's a vibrant culture, there are different  types of landscapes there. We can explore the places of Jaipur, witnessing the beautiful  forts, different types of forts there. You also have a desert to visit there in the Rajasthan.  In India, we can find only the desert in Rajasthan."
audio_712.wav,2.0," Market, we know market is a very clouded place.  Market not only sells food, food is essential or kitchen is essential but also the things  what we wear like cloth, shoes and many other things.  Market in markets while buying the things we choose places by their prices.  When it comes to market, we can hear lot of noises in the market and also in the morning  times it will be litigated but as the day comes of the afternoon, the noises started to  increase and up to evening, this."
audio_807.wav,2.0, I enjoy practicing my voice while singing at the karaoke because that is my hug.  I used my phone and YouTube that connected the Bluetooth speakers and I enjoyed this  happy with my friends and family.
audio_1238.wav,2.5," I am describing my favorite hobby. My favorite hobby is to play musical instrument. My favorite  instrument is mouthhogan, KSU and Gita. I have all the three items presented at Maruo  and I spent two hours daily on there. So this is my good hobby and this is my talent  that is gifted and I am making this talent very beautiful. I am also participating in  many of the events that are organized by the college and I am performing that event so  that I can provide some good music to these students that are listening in that event.  So I am good at music and I love to play music instruments."
audio_934.wav,2.0," Describing about the best day in my life is not a particular day, but I think every day  start with new hope and new experiences, so every day we have to think that it is a new  chance or a new day to make. And not about a single day as a best day, I will try to make  every day as a best day in my life. Not only a single day, but I will treat every day  as a best day and make every day as a special day in my life. Thank you."
audio_677.wav,2.5," A market pass is a very busy place where people go to buy articles of thernis.  It is an area of attraction for both buyers and sellers.  There is no much of a place in the area having so much big risk business as a market.  I always find a big crowd there.  There are several shops I will decorate beautifully.  Big shops with more attractive business have come here.  From far and wide for purchasing or selling their products.  The market is always crowded with carts, horses, donkeys and camels.  They come loaded with the produce of season such as a cotton grain, oil, seeds, vegetables etc."
audio_539.wav,2.5," Yeah, my journey to Kannada State was amazing and that experience gave me a wonderful  day and local foods are dishes from this place where I would like to eat special foods  not a rarely choose I think Briani and some more dishes that chooses those places  correctly match them and the season I would prefer is winter season at the time the  place will be cool and whether time made I would like to amazing"
audio_155.wav,2.0," I like to play a baguette and it is one of my favorite hobbies.  It is always teachers how to take the right steps.  It always teaches me how to be focused, other than that it always has taught me how to  take the perfect decision on time, which short I have to play, it always not only helps  me to be fit and active, it also teaches me how to take the  best decisions and apart from that it has maintained my life, into a good  routine as it is my favorite hobby and whenever I play with it, then always end with a good spirit.  I have been passionately pursuing my hobby from the past six years.  It involves using various mediums like I can play it  outside, so that's my"
audio_277.wav,2.5," My topic is to describe a food the best day in my life and the best day in my life is  when I am studying a 10th standard, they suddenly plan to conduct an essay writing about  social media.  Actually, we are not aware about at the 10th, when I am studying my 10th standard but they  opted to select the Telugu, Hindi and English languages.  They intimated us to participate and then leave the college for that last day.  We have the Dasha always at the time and then after the day we need to enjoy our holidays,  everyone in that mood but they conducted the essay writing.  Due to my staff instructions, I participated in that, unfortunately I won't eat that day  I take in a word from the inspectors."
audio_630.wav,2.0, This goal is important to me. The challenges I face are a lot. What motivates me to say  focused is my determination and focus.
audio_1116.wav,2.0, life is to continuously learn and grow myself while also helping others so that they can feel  very happy. I would like to help others who are in need of something. I also start to make  a positive impact on the world. I want to contribute myself for a better
audio_816.wav,2.0," The most of, the, the, the, what we are doing is the most of what we are doing is, the  favorite hobby is to watch movies and I used to watch the movies which gives us a course  which is a comedy movie and I used to watch with my family and the tools needed for this  of a hobby or the television and mobile etc and I used to watch the movies which gives  a family entertainment and thriller movies and I don't like to watch the movies which  are horror movies etc."
audio_1197.wav,2.0," My goal and life are ultimately to achieve success in my life.  My goals are to also have happiness, prosperity and in every area in my life.  And the freedom and the peace within to be able to own my carry goals.  My goals are also heavy influenced on the hardships my parents have had to endure such  as face and ridicule for the simple fact of being immigrants.  That is extremely difficult and the endures you to become an environment and living in  poverty and the low degree of education the receive from their countries.  My goals are so important to me because I view it as a way of navigating my out of harder life."
audio_840.wav,2.0," My hobby is watching TV, TV and web series and movies.  I like the most about the interior and his movies and his action.  I like to encourage the habit of the interior and I just like to practice the dance and way of talking of his style.  I like the most habits of him.  I am so much impressed about his behavior and his humanity and his goodness and his looks.  Whatever the things I am most attractive towards him and just it is my hobby to see in the big screen like that.  I just want to remember his name every day and I am so much involved with him and he is a good person.  His looks are good and at him."
audio_821.wav,2.0," my favorite hobby is playing cricket. I like to play cricket with my friends and I go  to ground with my friends and play cricket and I enjoy a lot of while playing cricket.  Because why I listed as a favorite hobby is cricket, it is a team work so that's why."
audio_538.wav,2.5," The reason I visited Tirumala, such a wonderful place, and along my friends, planned  to move on Tirumala on train. It is a wonderful fascinating journey. A lot of memories  are grabbed, grabbing in that journey and bonding also.  Tirumala is a sambar and dosa. It is a favorite dish. It is a good dish."
audio_752.wav,2.0," My hobby is to feel basically I am a Canada musician, I have started learning to sing from my childhood.  I like singing, I love singing, I enjoy singing very much.  And during my singing journey, I will go to a temple yard my home,  where they will perform bachelors for every Saturday.  I go and sing there, all the songs I know related to the temple, the God in that temple.  And I enjoy singing very much, there will be so many people singing along with me.  I like to sing alone as well as sing with others.  So I have participated in many group songs etc."
audio_771.wav,2.5," My favorite hobby is to irritate my best friend because it's used a lot of trill and enjoyment to me.  It is a time pass.  We both also enjoyed, we got some memories.  We almost want to spend more time and it is my favorite hobby.  He treats me like a kid.  I always want to irritate him.  He also likes to irritate me because we both have same mindset.  That's why we are close to each other.  It is part of our hobby.  We enjoy a lot and spend more time with each other."
audio_1032.wav,2.0," My favorite place to visit Kerala is so beautiful with greenery and boat traveling and there  are many famous places like Wainaud, some more like the full of greenery and nature with  peaceful mind and there was many fruits like they prepare with coconut and the  thresher also so good and like I like to travel more like Kerala and Himalayas and much more  like places to enjoy myself to take my time to myself to around explore by me and that's all."
audio_944.wav,2.0," .  In my school playground, my friends met together and divided into team and we play for  first innings and after that, again we play the second innings.  After that we will play another game.  After that we will play another game."
audio_1105.wav,2.5, All my friends are eagerly waiting to visit Lakshadvik.  It is a beautiful place which are coming under the region of India.  It is very convenient to go and recently Prime Minister also visited this place and all  social media is very exposed to this place.  That is why we are interested to visit Lakshadvik and explore the places which are mainly  highlighted in those areas and experience the food too.
audio_66.wav,2.5," My topic is to describe about the scene of the crowded market.  Once in a week we go to the market by the vegetables and the items for food.  Today morning I went to the market along with my mom.  It was very crowded literally.  I felt a little bit nervous to walk in such a crowd and to buy vegetables what we needed.  The vegetable was full, the market was full of vegetables and my favorite food item is  potato curry.  Every time we go to the market we buy at least 2 kilos of potatoes.  Today due to the high rates we did not buy it.  The market was full of crowd and with high cost of the food."
audio_1019.wav,2.0," I have a very large playground in my school.  We play cricket, Kabaddi, in my playground my PET was very good to teach us how to play  different games in very patiently and encouraged us to play the games.  We are very early waiting to play the games at that time."
audio_1330.wav,2.5," I think the goal that I am actually very nice to be happy, completely happy, because I think  in this generation it's not easy to achieve, and also just being here, I like to achieve  my small means of life such as having my own space because it's not easy to live with  my parents right now, so I think that this may really go as of the moment, what challenges  would you face? I think that the budgeting, because it's not easy to have your own space  when you are sure to be the budget, that's why I think that is the hardest part of achieving  that goal as of the moment, what motivates you to stay focused on your own budgeting  goals. I think the idea of living, the idea of being alone and having my own space, I think  that's what makes me focus."
audio_658.wav,2.0," It was a fine morning, morning, me and my friend went to the market to buy some things.  The market was very crowded, there were many people selling vegetables, fruit and vegetables,  etc.  It was very green vegetables and fruits present, which was very attractive to my eyes and my stomach  started giving sound and so hungry I have to buy and go, but it was so crowded.  I could hear the people walking here and there buying so many things, those my shopkeepers  were shouting, tomato, cucumber, radish, cabbage, etc., the morning, from the morning to evening"
audio_908.wav,2.5," The best day of my life is we went to Manali with my friends and the rupees of 10 days and the best day of my life is when we went to Gautam Pass and we had a lot and so it's for all of you that to visit the place of Gautam Pass.  I can experience Mani, Mani, Mani, the joyfulness, the excitement of the seat, the mountains, the days today and the cold and the chilliness have made my day special actually.  I think I should chill there while when I think about the day with Gautam Pass and we had a lot as much as possible, I difference all to visit the place with Gautam Pass."
audio_893.wav,2.5," The best day that happened in my life is when I probably my friend using our bicycle.  The experience of our unity every time someone get into plotting their tires without  each other but times to just continue our journey to our goals and if that happens, if  that never happened, our bandit would never really be closed, we're going to be really  closed, it's a special day."
audio_1297.wav,2.0, My topic is to describe the best day of my life.  I thought that I felt very happy and very enthusiastic the year before because I am very  poor at cooking but I know how to cook tiffins and maggi like that only the fast food items.  I don't know how to cook the dal and the rasam.  But on the day my mother fell sick.  I need to cook on the day to my mother and to prepare for myself.  I watched a new youtube video then I started cooking the dal.  Initially I felt very nervous whether it tastes good or not.  But once I watched the video I started cooking.  It resulted very in good way everyone likes the dal and asked me to cook dhali.  That was my best.
audio_545.wav,3.0," So, describing the favorite place of 9 is Vrindavan, first of all we book our tickets and  we go by a train to the Vrindavan.  It is a very beautiful place and everyone must have to visit, Rindavan is the place of  Lord Krishna, the talking about local foods or dishes, so let's see which is made up of  curd is very famous and I love so much, other than that there is no particular time, particular  time or season, holy is a special season and they play holy for a month, so here this is  all the work that Vrindavan has done."
audio_1332.wav,3.0," It's very very good in life. So what makes this code important to you? What challenges are your face to achieve this goal?  And what they wish you to stay focused and determine on the path to achieving your goal?  So first, what makes this goal? So first, my goal in life is to work any VPO role.  And after that, what challenges? So the challenges in working the VPO is the job application.  Because we need to communicate to the RECOLE, to the operations using the language.  And what they wish you to stay focused and determine on the path to achieving your goal.  So that's why I need to work."
audio_886.wav,3.5, My topic is about to describe the best day of my life and the best day of my life is  when I met my best friend and I couldn't say his name but he is such an understanding  person and he is such a mature person and in every situation he understands me so well  and without him I think my life wouldn't be like this and it would have so many changes  without him and I would have missed someone who is so close to me and so who understands  me so well other than anyone and I think the other day which I have met him and without  the other day without meeting him it will be so horrible that life was for me and he  changed it so much in my life and yes the days are very special when I
audio_759.wav,3.0," Yeah, my favorite hobby is about playing shuttle with my one of the most enjoyable hobby  and I used to play every day with the shuttle and I enjoy practicing with my own and it  also my friends because it makes me more and more competitive day by day and it increases  the sportier skills and healthy fit towards my mental and physical happiness and it makes  me fit and I enjoy playing shuttle every day and yes of course I practice the hobby with  help of my friends and one of my friends suggested me this when I was 5 years old and from"
audio_754.wav,3.0, My hobbies are reading books and singing dancing and making dishes but my favorite hobbies  are singing and dancing and the most enough my hobbies and I don't I require some tools  for singing and dancing or my mobile for singing the lyrics by seeing the lyrics in the  mobile and for dancing there is some equipments like our guitar etc etc to dance and I practice  by my own self I don't require others even I prefer sometimes with enjoying or practicing  my hobby with others also and my favorite hobbies are these and I enjoy the most.
audio_964.wav,3.5," The school playground provides a safe outdoors environment within the school that stimulated  children to use it creative energy in the interactions with one another.  The most innovative schools always have lots of open playgrounds with interesting  play equipment that leaves many options for creativity.  The players sit at the classroom desk for many hours easily.  They are given breaks in between where they go outdoors to the playground.  The key to these playgrounds is choice.  Use the play equipment in front of the field, jump rope, play basketball or create some new game to challenge.  Friends, a good playground will be large with many different surfaces.  Stimulate, choice and leave options open.  The playgrounds must be spacious and outdoors, but they must also"
audio_199.wav,3.0," My favorite hobby is cooking, so in the time of cooking I am feeling very happy.  I enjoy practicing cooking, I cook to prefer with my own.  After cooking I will use it to serve my cooking ingredient to all the people in my home.  They enjoy it and they give compliments on my cooking.  I use it to prepare most of the time with the rice items, like biryani, gobi, manjury.  These hobbies, I am feeling very happy to cook and serving everyone in my home."
audio_1337.wav,3.5," So, the greatest goal that I have right now is to be able to be a successful programmer because being a programmer is already in my profession since I am a program student.  Although I know that once I graduated, there will be a lot of challenges, especially there already a lot of competitions in another application right now.  Information, courses are already increasing.  But it will not make me discouraged instead, it will motivate me to study more so that I can be a work full applicant."
audio_741.wav,3.5," There were so many people in the market and there were some sellers which were there to sell  their vegetables and fruits in the market and there were some buyers to buy their necessities  like cabbage, tables, boots and some household groceries in the market and there were in the  market we are hearing so many people's voice and some vehicles sounds like lorries,  cars, bikes, vehicles and etc and there are some people's and vegetables or fruits market  they are selling the fruits to buyers by telling the cost of that and the correct  marketing was changed from morning to evening from when we ended into the morning there is so much of  crowd in the morning and there is also evening also there is so much of crowd in the afternoon  session only the crowd it"
audio_859.wav,3.0, I woke up very early on my birthday because I had to dress up in a casual class for school.  The day before all my candidates were ready that I would just distribute in the classroom.  My mother prepared my favorite breakfast and gave me big chocolate bar for lunch as well.  I went to school and the whole class signed for me.  It was the turn to distribute sweets.  My friend and wife went to teachers.  It was a memorable day for me.
